Sample ID,Analysis Name,Analysis Keyword,Method,Analyst,Result,Unit
2775,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
2775,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
2776,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
2776,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
2777,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
2777,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
2778,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,2,MPN/100mL
2778,Coliform (MPN),coliform_mpn,SM9223B,mabshire,770.1,MPN/100mL
2779,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,10.9,MPN/100mL
2779,Coliform (MPN),coliform_mpn,SM9223B,mabshire,435.2,MPN/100mL
2780,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,9.6,MPN/100mL
2780,Coliform (MPN),coliform_mpn,SM9223B,mabshire,141.4,MPN/100mL
2781,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,1.7,mg/L
2781,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2781,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2782,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,2.4,mg/L
2782,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2782,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2783,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,2.3,mg/L
2783,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2783,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2784,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2785,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2786,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2787,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2788,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2788,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2793,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2793,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2793,Fecal Coliform,fecal_coliform,SM9223B,mabshire,ABSENT,
2794,Nitrate (NO3),nitrate,SM4500 NO-3D,igallagher,< 1,mg/L
2794,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
2794,E.coli (PA),ecoli_pa,SM9223B,mabshire,PRESENT,
2795,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
2795,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
2796,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
2796,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
2797,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
2797,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
2798,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,4.1,MPN/100mL
2798,Coliform (MPN),coliform_mpn,SM9223B,mabshire,127.4,MPN/100mL
2799,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,77.1,MPN/100mL
2799,Coliform (MPN),coliform_mpn,SM9223B,mabshire,866.4,MPN/100mL
2800,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2800,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2797,Coliform (MPN),coli_mpn_1000x,SM9223B,mabshire,< 1000,MPN/100mL
2797,E.coli (MPN),ecoli_mpn_fsma,SM9223B,mabshire,< 0.0001,MPN/100mL
2797,E.coli (MPN),ecoli_mpn_1000x,SM9223B,mabshire,< 1000,MPN/100mL
2797,Coliform (MPN),coliform_mpn_fsma,SM9223B,mabshire,1,MPN/100mL
2797,E.coli (MPN),ecoli_mpn_10x,SM9223B,mabshire,0,MPN/10mL
2801,E.coli (MPN),ecoli_mpn_fsma,SM9223B,mabshire,< 1,MPN/100mL
2801,Coliform (MPN),coliform_mpn_fsma,SM9223B,mabshire,1,MPN/100mL
2802,Nitrate (NO3),nitrate,SM4500 NO-3D,igallagher,1.2,mg/L
2803,Nitrate (NO3),nitrate,SM4500 NO-3D,igallagher,3.8,mg/L
2804,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,1,MPN/100mL
2804,Coliform (MPN),coliform_mpn,SM9223B,mabshire,344.8,MPN/100mL
2805,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,2,MPN/100mL
2805,Coliform (MPN),coliform_mpn,SM9223B,mabshire,1203.3,MPN/100mL
2806,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,15.8,MPN/100mL
2806,Coliform (MPN),coliform_mpn,SM9223B,mabshire,248.1,MPN/100mL
2807,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,14.6,MPN/100mL
2807,Coliform (MPN),coliform_mpn,SM9223B,mabshire,770.1,MPN/100mL
2808,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,4.1,MPN/100mL
2808,Coliform (MPN),coliform_mpn,SM9223B,mabshire,547.5,MPN/100mL
2809,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,2,MPN/100mL
2809,Coliform (MPN),coliform_mpn,SM9223B,mabshire,1413.6,MPN/100mL
2810,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,4.1,MPN/100mL
2810,Coliform (MPN),coliform_mpn,SM9223B,mabshire,185,MPN/100mL
2811,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
2811,Coliform (MPN),coliform_mpn,SM9223B,mabshire,82,MPN/100mL
2812,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,3.1,MPN/100mL
2812,Coliform (MPN),coliform_mpn,SM9223B,mabshire,172.3,MPN/100mL
2813,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,8.6,MPN/100mL
2813,Coliform (MPN),coliform_mpn,SM9223B,mabshire,461.1,MPN/100mL
2814,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
2814,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
2815,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
2815,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
2816,Nitrate (NO3),nitrate,SM4500 NO-3D,igallagher,1.3,mg/L
2816,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2816,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2817,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2817,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2818,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
2818,Coliform (MPN),coliform_mpn,SM9223B,mabshire,1,MPN/100mL
2819,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,6.3,MPN/100mL
2819,Coliform (MPN),coliform_mpn,SM9223B,mabshire,79.4,MPN/100mL
2820,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
2820,Coliform (MPN),coliform_mpn,SM9223B,mabshire,613.1,MPN/100mL
2821,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2821,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2821,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2822,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2822,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2822,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2823,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2823,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2823,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2824,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2824,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2824,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2825,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2825,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2825,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2826,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,1.6,mg/L
2826,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
2826,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2827,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,2,mg/L
2827,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2827,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2828,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,4.5,mg/L
2828,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
2828,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2829,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,1.5,mg/L
2829,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2829,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2830,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,1.4,mg/L
2830,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2830,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2831,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,1.3,mg/L
2831,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2831,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2832,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2832,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2832,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2833,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,1.7,mg/L
2833,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2833,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2834,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,2.1,mg/L
2834,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2834,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2835,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2835,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2835,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2836,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2836,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2836,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2837,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,3.3,mg/L
2837,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2837,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2838,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2838,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2838,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2839,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2839,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2839,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2840,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,2,mg/L
2840,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2840,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2841,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2841,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2842,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,238.2,MPN/100mL
2842,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
2843,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2843,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2844,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
2844,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
2845,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
2845,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
2846,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
2846,Coliform (MPN),coliform_mpn,SM9223B,mabshire,1,MPN/100mL
2847,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,7.2,MPN/100mL
2847,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
2848,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,3,MPN/100mL
2848,Coliform (MPN),coliform_mpn,SM9223B,mabshire,179.3,MPN/100mL
2849,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2849,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2850,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
2850,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
2851,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
2851,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
2852,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
2852,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
2853,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
2853,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
2854,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2854,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2855,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2856,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,1.4,mg/L
2857,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,3.8,mg/L
2857,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2857,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2858,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,1.6,mg/L
2858,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2858,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2859,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2859,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2860,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,2.9,mg/L
2861,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
2861,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2861,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2862,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
2862,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2862,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2863,Nitrate (NO3),nitrate,SM4500 NO-3D,igallagher,7.9,mg/L
2863,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2863,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2402,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,7.5,mg/L
2403,E.coli (PA),ecoli_pa,SM9223B,igallagher,ABSENT,
2403,Coliform (PA),coliform_pa,SM9223B,igallagher,ABSENT,
2404,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2405,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2406,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2407,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2408,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2409,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
122,E.coli (PA),ecoli_pa,SM9223B,igallagher,ABSENT,
122,Coliform (PA),coliform_pa,SM9223B,igallagher,ABSENT,
122,E.coli (PA),ecoli_pa-1,SM9223B,igallagher,,
122,Coliform (PA),coliform_pa-1,SM9223B,igallagher,,
24,E.Coli (PA),ecoli_pa,SM9223B,pvanderweele,ABSENT,
24,Nitrate (NO3),nitrate,SM4500 NO-3D,pvanderweele,< 1,mg/L
24,Nitrite (NO2),nitrite,SM4500 NO-2B,pvanderweele,< 0.1,mg/L
24,Coliform (PA),coliform_pa,SM9223B,pvanderweele,ABSENT,
25,E.Coli (PA),ecoli_pa,SM9223B,pvanderweele,ABSENT,
25,Nitrate (NO3),nitrate,SM4500 NO-3D,pvanderweele,< 1,mg/L
25,Coliform (PA),coliform_pa,SM9223B,pvanderweele,ABSENT,
000015-R01,Coliform (PA),coliform_pa,SM9223B,,ABSENT,
000015-R01,Nitrate (NO3),nitrate,SM4500 NO-3D,,< 1,mg/L
000015-R01,E.Coli (PA),ecoli_pa,SM9223B,,ABSENT,
000016-R01,Coliform (PA),coliform_pa,SM9223B,,ABSENT,
000016-R01,Nitrate (NO3),nitrate,SM4500 NO-3D,,< 1,mg/L
000016-R01,E.Coli (PA),ecoli_pa,SM9223B,,ABSENT,
000016-R01,Nitrite (NO2),nitrite,SM4500 NO-2B,,< 0.1,mg/L
26,E.Coli (PA),ecoli_pa,,,,
26,Coliform (PA),coliform_pa,,,,
27,E.Coli (PA),ecoli_pa,,,,
27,Coliform (PA),coliform_pa,,,,
28,E.Coli (PA),ecoli_pa,,,,
28,Coliform (PA),coliform_pa,,,,
29,E.Coli (PA),ecoli_pa,SM9223B,pvanderweele,ABSENT,
29,Coliform (PA),coliform_pa,SM9223B,pvanderweele,ABSENT,
30,E.Coli (PA),ecoli_pa,SM9223B,pvanderweele,ABSENT,
30,Coliform (PA),coliform_pa,SM9223B,pvanderweele,ABSENT,
31,E.Coli (PA),ecoli_pa,SM9223B,pvanderweele,ABSENT,
31,Coliform (PA),coliform_pa,SM9223B,pvanderweele,ABSENT,
32,E.Coli (PA),ecoli_pa,SM9223B,pvanderweele,ABSENT,
32,Coliform (PA),coliform_pa,SM9223B,pvanderweele,ABSENT,
33,E.Coli (PA),ecoli_pa,SM9223B,pvanderweele,ABSENT,
33,Coliform (PA),coliform_pa,SM9223B,pvanderweele,ABSENT,
34,E.Coli (PA),ecoli_pa,SM9223B,pvanderweele,ABSENT,
34,Coliform (PA),coliform_pa,SM9223B,pvanderweele,PRESENT,
35,E.Coli (PA),ecoli_pa,SM9223B,pvanderweele,ABSENT,
35,Nitrate (NO3),nitrate,SM4500 NO-3D,pvanderweele,< 1,mg/L
35,Coliform (PA),coliform_pa,SM9223B,pvanderweele,PRESENT,
36,E.Coli (PA),ecoli_pa,SM9223B,pvanderweele,PRESENT,
36,Coliform (PA),coliform_pa,SM9223B,pvanderweele,PRESENT,
000019-R01,Coliform (PA),coliform_pa,SM9223B,,PRESENT,
000019-R01,Nitrate (NO3),nitrate,SM4500 NO-3D,,< 1,mg/L
000019-R01,E.Coli (PA),ecoli_pa,SM9223B,,ABSENT,
47,Coliform (PA),coliform_pa-1,SM9223B,naladmin,ABSENT,
47,E.Coli (PA),ecoli_pa-1,SM9223B,naladmin,ABSENT,
152,E.coli (PA),ecoli_pa,SM9223B,,,
152,Coliform (PA),coliform_pa,,,,
2093,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2093,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2094,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2094,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2094,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2095,E.coli (MPN),ecoli_mpn_1000x,SM9223B,,,MPN/100mL
2095,Coliform (MPN),coli_mpn_1000x,SM9223B,,,MPN/1mL
2096,E.coli (MPN),ecoli_mpn_1000x,SM9223B,mabshire,< 1000,MPN/100mL
2096,Coliform (MPN),coli_mpn_1000x,SM9223B,mabshire,104600,MPN/1mL
002077-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
002077-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
002078-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
002078-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
2096,E.coli (MPN),ecoli_mpn_1000x-1,SM9223B,mabshire,,MPN/100mL
2096,Coliform (MPN),coli_mpn_1000x-1,SM9223B,mabshire,,MPN/1mL
2097,E.coli (MPN),ecoli_mpn_1000x,SM9223B,pvanderweele,7300,MPN/100mL
2097,Coliform (MPN),coli_mpn_1000x,SM9223B,pvanderweele,104600,MPN/100mL
2098,E.coli (MPN),ecoli_mpn_1000x,SM9223B,pvanderweele,< 1000,MPN/100mL
2098,Coliform (MPN),coli_mpn_1000x,SM9223B,pvanderweele,7300,MPN/100mL
2097,E.coli (MPN),ecoli_mpn_1000x-1,SM9223B,pvanderweele,< 1000,MPN/100mL
2097,Coliform (MPN),coli_mpn_1000x-1,SM9223B,mabshire,104600,MPN/100mL
2097,E.coli (MPN),ecoli_mpn_1000x-2,SM9223B,mabshire,< 1000,MPN/100mL
2098,E.coli (MPN),ecoli_mpn_1000x-1,SM9223B,mabshire,< 1000,MPN/100mL
2098,Coliform (MPN),coli_mpn_1000x-1,SM9223B,mabshire,7300,MPN/100mL
002097-R01,Coliform (MPN),coli_mpn_1000x,SM9223B,mabshire,104600,MPN/100mL
002097-R01,E.coli (MPN),ecoli_mpn_1000x,SM9223B,mabshire,< 1000,MPN/100mL
002098-R01,E.coli (MPN),ecoli_mpn_1000x,SM9223B,mabshire,< 1000,MPN/100mL
002098-R01,Coliform (MPN),coli_mpn_1000x,SM9223B,mabshire,7300,MPN/100mL
2099,E.coli (MPN),ecoli_mpn_1000x,SM9223B,mabshire,< 1000,MPN/100mL
2099,Coliform (MPN),coli_mpn_1000x,SM9223B,mabshire,104600,MPN/100mL
2100,E.coli (MPN),ecoli_mpn_1000x,SM9223B,mabshire,< 1000,MPN/100mL
2100,Coliform (MPN),coli_mpn_1000x,SM9223B,mabshire,7300,MPN/100mL
2101,E.coli (MPN),ecoli_mpn_1000x,SM9223B,pvanderweele,< 1000,MPN/100mL
2101,Coliform (MPN),coli_mpn_1000x,SM9223B,mabshire,104600,MPN/100mL
2102,E.coli (MPN),ecoli_mpn_1000x,SM9223B,mabshire,< 1000,MPN/100mL
2102,Coliform (MPN),coli_mpn_1000x,SM9223B,mabshire,7300,MPN/100mL
002099-R01,E.coli (MPN),ecoli_mpn_1000x,SM9223B,mabshire,< 1000,MPN/100mL
002099-R01,Coliform (MPN),coli_mpn_1000x,SM9223B,mabshire,104600,MPN/100mL
002100-R01,E.coli (MPN),ecoli_mpn_1000x,SM9223B,mabshire,< 1000,MPN/100mL
002100-R01,Coliform (MPN),coli_mpn_1000x,SM9223B,mabshire,7300,MPN/100mL
2101,E.coli (MPN),ecoli_mpn_1000x-1,SM9223B,mabshire,< 1000,MPN/100mL
2103,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,2.9,mg/L
002088-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
002088-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
002088-R01,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
002089-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
002089-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
002089-R01,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
002090-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
002090-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
002090-R01,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
002103-R01,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,2.9,mg/L
2104,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2104,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2105,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2105,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2106,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2106,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2107,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2107,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2108,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2108,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2109,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
2109,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
2110,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
2110,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
2111,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
2111,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
2112,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2112,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2112,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2113,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2113,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2114,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2114,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2115,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2115,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2116,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2116,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,6.3,mg/L
2116,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2117,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2117,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,< 1,mg/L
2117,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2118,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2118,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,4,mg/L
2118,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2119,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
2119,Nitrate (NO3),nitrate,SM4500 NO-3D,kcrago,2.4,mg/L
2119,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
2120,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
